"","no_anp","titulo","empresa_responsavel","demais_proponentes","qualificacao","objetivo","area","tema","subtema","empresa_petrolifera_executora","empresa_brasileira_executora","instituicao_executora","unidade_de_pesquisa_executora","n_autorizacao","data_inicio","prazo","valor_clausula","executor_1"
"1188","21234-0","Estudo da cinética de atuação dos inibidores de incrustação.","PETROBRAS","PETROBRAS","PESQUISA APLICADA","Compreender e modelar a cinética de formação e de inibição de incrustações salinas em sistemas de produção offshore tanto em condição submarina quanto em condição de superfície (topside)","EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE","PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS","TÉCNICAS E MÉTODOS DE ELEVAÇÃO ARTIFICIAL","PETROBRAS",NA,NA,NA,NA,"02/04/2019",38,"R$ 726298,56",NA
"1189","21235-7","Metodologias Inovadoras de Sísmica 4D com Foco em Interpretação Quantitativa (QI) e Avaliação de Incertezas (QIN-4DCAST)","REPSOL","REPSOL","PESQUISA APLICADA","Desenvolver novas tecnologias e metodologias  para obtenção acurada e minimização das incertezas cumulativas no macro processo de Interpretação Sísmica Quantitativa de dados 3D/4D, a partir da análise setorial das incertezas em cada estágio de suas principais etapas metodológicas: Modelagem de Física de Rochas, diferentes propostas de Inversão Sísmica 3D/4D  e a geração final de Modelos de Propriedades de Reservatório. Novos Softwares serão desenvolvidos no enfoque destes objetivos.","EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE","PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS","TÉCNICAS DE AQUISIÇÃO, PROCESSAMENTO E INTERPRETAÇÃO DE DADOS GEOFÍSICOS EM ESCALA DE RESERVATÓRIO","REPSOL","QIGEO ASSESSORIA E CONSULTORIA LTDA","PUC-Rio","PUC-Rio - Grupo de GeoAnálise",NA,"26/03/2019",24,"R$ 10321025,78","PUC-Rio"
"1190","21236-5","Tecnologias Para Aumento da Capacidade de Carga de Estaca","PETROBRAS","PETROBRAS","DESENVOLVIMENTO EXPERIMENTAL","Aumento da capacidade de carga de elementos de fundações profundas através do melhoramento das características de resistência das camadas argilosas moles e avaliação da atenuação da carga em linhas de ancoragem em seu trecho enterrado","EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE","PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS","UNIDADES FLUTUANTES DE PRODUÇÃO, SISTEMAS DE ANCORAGEM E AMARRAÇÃO E POSICIONAMENTO DINÂMICO","PETROBRAS",NA,NA,NA,NA,"02/04/2019",33,"R$ 1157290,17",NA
"1191","21237-3","Desenvolvimento de um simulador WAG/EOR através de Petrofísica Digital","PETROBRAS","PETROBRAS","PESQUISA APLICADA","Desenvolver simulador numérico para fluxo multifásico na escala de poros e plugues, com ênfase em condições de tensões interfaciais variáveis, visando simular processos de WAG e EOR em rochas carbonáticas e siliciclásticas.","EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE","RECUPERAÇÃO AVANÇADA DE PETRÓLEO","CARACTERIZAÇÃO E ENGENHARIA DE RESERVATÓRIOS","PETROBRAS",NA,NA,NA,NA,"02/04/2019",36,"R$ 351442,80",NA
"1192","21238-1","Injeção de emulsão como método de controle de mobilidade para aumento da recuperação de óleo e redução da produção de água (SWEEP-EMOJI)","REPSOL","REPSOL","PESQUISA APLICADA","Investigar a estabilização de emulsões óleo-em-água usando nanopartículas dispersas na fase aquosa e/ou surfactantes naturais dissolvidos na fase oleosa e analisar o escoamento destas emulsões em meios porosos. Determinar características de emulsões óleo-em-água ¿ tais como distribuição de tamanho de gota, concentração da fase dispersa e propriedades interfaciais ¿ que maximizem a recuperação de óleo e reduzam a produção de água, para diferentes condições e características de reservatório.","EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE","RECUPERAÇÃO AVANÇADA DE PETRÓLEO","RECUPERAÇÃO MELHORADA DE PETRÓLEO","REPSOL",NA,"PUC-Rio","PUC-Rio - Laboratório de microhidrodinâmica e escoamento em meios porosos",NA,"28/02/2019",30,"R$ 7761617,72","PUC-Rio"
"1193","21239-9","Implantação de infraestrutura para desenvolvimento de pesquisa em Nanotecnologia para captura e conversão de CO2 em correntes de gás natural.","PETROBRAS","PETROBRAS","INFRAESTRUTURA","Este proposta visa adquirir equipamentos e infraestrutura adequada para que seja possível o desenho, síntese e avaliação de catalisadores usando materiais nanoporosos orgânicos (COFs) que possam converter CO2 a metano ou a outros materiais mais valiosos (olefinas e/ou metanol, ambos posteriormente convertidos a produtos mais nobres via processos de alquilação e/ou MTG), usando como redutor os próprios hidrocarbonetos do petróleo, que são agentes potencialmente redutores.","ABASTECIMENTO","REFINO","SISTEMAS CATALÍTICOS",NA,NA,"UFRJ","UFRJ - Laboratório de Nanotecnologia (Interlab)","0404/2021","09/09/2021",12,"R$ 1078290,81","UFRJ"
"1194","21242-3","Aquisição de equipamento para cromatografia gasosa bidimensional abrangente acoplada a espectrometria de massas de alta resolução para isolamento e avaliação composicional de espécies ácidas presentes em petróleos, emulsões e águas produzidas - INFRAESTRUTURA","PETROBRAS","PETROBRAS","INFRAESTRUTURA","Aquisição de cromatógrafo a gás acoplado a um espectrômetro de massas de alta resolução para complementar a análise química de espécies ácidas presentes em óleos, emulsões e águas produzidas.","EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE","EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS","ESTUDOS GEOLÓGICOS DAS BACIAS SEDIMENTARES",NA,NA,"UNICAMP","UNICAMP - INSTITUTO DE QUÍMICA","0405/2019","29/11/2019",18,"R$ 3171084,36","UNICAMP"
"1195","21243-1","Influência do Pirobetume em Libra-Fase 2","PETROBRAS","PETROBRAS","PESQUISA APLICADA","Investigação da evolução paragenética e suas relações com inclusões fluidas como suporte ao estudo da evolução do halo térmico associado as soleiras do cretáceo e suas relações com a primeira entrada do petróleo em Libra.","EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE","EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS","ESTUDOS GEOLÓGICOS DAS BACIAS SEDIMENTARES","PETROBRAS",NA,NA,NA,NA,"02/04/2019",10,"R$ 572732,10",NA
"1196","21244-9","Projeto Específico de Melhoria de Infraestrutura Laboratorial para desenvolvimentos em EDLC","PETROBRAS","PETROBRAS","INFRAESTRUTURA","Adquirir equipamento para realizar ciclos de carga e descarga em Capacitores de Dupla camada eletroquímica (EDLC - Electrochemical Double Layer Capacitor), conhecidos também por supercapacitores. Este equipamento será utilizado no projeto número 2019/00193-0, intitulado """"Supercapacitores de dupla camada (EDLC) para dispositivos de segurança em equipamentos de produção submarina de petróleo"""".","OUTRAS FONTES DE ENERGIA","OUTRAS FONTES ALTERNATIVAS","SISTEMAS HÍBRIDOS",NA,NA,"LACTEC","LACTEC - INSTITUTO DE TECNOLOGIA PARA O DESENVOLVIMENTO","0383/2019","25/09/2019",6,"R$ 579538,79","LACTEC"
"1197","21248-0","MODERNIZAÇÃO DE LABORATÓRIOS PARA PESQUISA EM ANÁLISE DE BACIAS SEDIMENTARES E MODELAGEM DE RESERVATÓRIOS DA UFSC.","PETROBRAS","PETROBRAS","INFRAESTRUTURA","Este projeto tem como objetivos principais:

1. Equipar, impulsionar a consolidar atividades de pesquisa na área de modelagem de reservatórios de petróleo e análise de bacias sedimentares por meio da aquisição de equipamentos;

2. Melhorar a infraestrutura laboratorial por meio da instalar divisórias e dar funcionalidade ao espaço físico de pesquisa pretendido;","EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE","EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS","ESTUDOS GEOLÓGICOS DAS BACIAS SEDIMENTARES",NA,NA,"UFSC","UFSC - GRUPO DE ANÁLISE DE BACIAS SEDIMENTARES E RESERVATÓRIOS - ANBA","0449/2019","13/11/2019",12,"R$ 253420,00","UFSC"
"1198","21249-8","Projeto de infraestrutura laboratorial para aquisição de equipamentos para realização do estudo de dispersantes em petroleos","PETROBRAS","PETROBRAS","INFRAESTRUTURA","Consolidar a pesquisa no Núcleo de Competência em Química do Petróleo , da Universidade Federal do Espírito Santo (UFES), investindo na melhoria da infraestrutura complementar para o atendimento das demandas previstas no projeto de pesquisa e desenvolvimento (P&D) intitulado """"Avaliação do desempenho de dispersantes em função das características de diversos tipos de petróleos - Ambiental 2"""".","EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE","PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS","IMPACTOS AMBIENTAIS",NA,NA,"UFES","UFES - LabPetro","0450/2019","03/03/2020",24,"R$ 245423,59","UFES"
"1199","21250-6","Capacitação dos laboratórios RECOD e UNISIM para o desenvolvimento de pesquisas de técnicas avançadas de Inteligência Artificial e Aprendizado de Máquina para gerenciamento da produção dos campos do Pré-Sal.","SHELL","SHELL","INFRAESTRUTURA","O objetivo principal do projeto é fornecer aos laboratórios RECOD (Instituto de Computação) e UNISIM (CEPETRO) da Unicamp a infraestrutura necessária para realização de pesquisas de ponta na área de petróleo & gás através do uso de novas técnicas de inteligência artificial, em particular, aprendizado de máquina. A infraestrutura apresentada trará benefícios não apenas para o projeto de P&D em parelelo, mas também para futuros projetos.","EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE","PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS","MEDIÇÃO DA PRODUÇÃO - NOVAS TECNOLOGIAS E PROCEDIMENTOS",NA,NA,"UNICAMP","UNICAMP - Centro de Estudos de Petróleo - CEPETRO","0606/2019","23/07/2019",36,"R$ 7051595,55","UNICAMP"
"1200","21251-4","Desenvolvimento de uma ferramenta computacional dedicada à construção de metamodelos de estruturas submersas","PETROBRAS","PETROBRAS","PESQUISA APLICADA","A presente proposta tem por objetivo dar sequência à cooperação com a construção da ferramenta de metamodelagem para estruturas de risers.
Além disso, será realizada a simulação numérica de escoamentos tridimensionais sobre dutos com strakes. As dimensões dos strakes, ou seja, a altura e passo da hélice, são parâmetros críticos no projeto destes sistemas. Assim sendo, torna-se interessante avaliar sua eficiência através de simulações computacionais para diferentes condições de operação.","EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE","PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS","CARACTERIZAÇÃO E PROCESSAMENTO DE FLUIDOS PRODUZIDOS",NA,NA,"UFU","UFU - Laboratório de Mecânica dos Fluídos",NA,"31/05/2019",24,"R$ 1709394,31","UFU"
"1201","21252-2","Desenvolvimento de uma Plataforma Web Colaborativa Baseada na Integração de Simuladores para Elaboração de Projetos de Engenharia Naval e Submarina na Era da Transformação Digital (Naval-SubWEB)","PETROBRAS","PETROBRAS","PESQUISA APLICADA","Este projeto tem por objetivo desenvolver uma plataforma web colaborativa para acompanhamento e desenvolvimento de projetos NAVAL e SUB, de modo que um projetista de uma determinada disciplina possa desenvolver seu projeto acessando dados disponibilizados por seus pares por meio dessa plataforma web.","EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE","PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS","UNIDADES FLUTUANTES DE PRODUÇÃO, SISTEMAS DE ANCORAGEM E AMARRAÇÃO E POSICIONAMENTO DINÂMICO",NA,NA,"UFAL","UFAL - Laboratório de Computação Científica e Visualização - LCCV/UFAL",NA,"31/05/2019",48,"R$ 10820576,52","UFAL"
"1202","21253-0","Estudo experimental sobre a influência do teor de água na medição de vazão de hidrocarbonetos líquidos","PETROBRAS","PETROBRAS","DESENVOLVIMENTO EXPERIMENTAL","O objetivo principal do projeto é avaliar a eventual influência da presença de água no óleo sobre o desempenho metrológico dos principais tipos de medidores de vazão utilizados pelas operadoras na medição fiscal de petróleo em nosso País.","EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE","PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS","MÉTODOS E PROCESSOS DE ESCOAMENTO",NA,NA,"IPT","IPT - Instituto de Pesquisas Tecnológicas do Estado de SP SA - IPT",NA,"31/05/2019",13,"R$ 668946,26","IPT"
"1203","21254-8","Otimrota: Desenvolvimento de metodologias para avaliação automatizada de alternativas para sistemas submarinos de produção por critérios de engenharia e de custos","PETROBRAS","PETROBRAS","PESQUISA APLICADA","Prosseguir no estudo e desenvolvimento de novas metodologias orientadas ao projeto conceitual e síntese de arranjos otimizados para os componentes de sistemas submarinos de produção. Consolidar essas novas metodologias através de sua implementação na ferramenta computacional OtimRota, para automatizar a elaboração de projetos de arranjo submarino, que vinham sendo predominantemente realizados de forma manual.","EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE","PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS","RISERS, UMBILICAIS E DUTOS SUBMARINOS",NA,NA,"UFRJ","UFRJ - LAMCSO - Laboratório de Métodos Computacionais e Sistemas Offshore",NA,"31/05/2019",24,"R$ 1981531,54","UFRJ"
"1204","21255-5","Desenvolvimento de metodologia numérica para cálculo de forças motrizes em tubos cladeados, visando determinar a criticidade de defeitos segundo procedimento ECA e modelagem das incertezas dos valores de tenacidade à fratura obtidos de ensaios experimentais usando geometria SET.","PETROBRAS","PETROBRAS","PESQUISA APLICADA","O principal objetivo desta proposta de trabalho é o desenvolvimento de uma metodologia para cálculo de forças motrizes em tubulações bi-metálicas (cladeadas) baseada em modelos computacionais de elementos finitos visando determinar a criticidade de defeitos tipo trinca usando diagramas FAD. Em paralelo uma campanha experimental será realizada para levantamento das incertezas na determinação da tenacidade à fratura (Curva R) do material cladeado.","EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE","PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS","RISERS, UMBILICAIS E DUTOS SUBMARINOS",NA,NA,"USP","USP - NAMEF - Núcleo Avançado em Mecânica da Fratura e Integridade Estrutural",NA,"31/05/2019",24,"R$ 1419992,48","USP"
"1205","21256-3","Método não intrusivo para medir a vazão de gás baseado na propagação de sinais acústicos","PETROBRAS","PETROBRAS","DESENVOLVIMENTO EXPERIMENTAL","Desenvolver uma técnica não-intrusiva para medição da vazão de ar comprimido em um escoamento monofásico em tubo, baseada na propagação de sinais acústicos gerados por uma fonte de som variável em frequência.","EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE","ENGENHARIA DE POÇO","ELEVAÇÃO ARTIFICIAL E ESCOAMENTO MULTIFÁSICO",NA,NA,"USP","USP - LETeF - Laboratório de Engenharia Térmica e Fluidos",NA,"31/05/2019",36,"R$ 1869424,73","USP"
"1206","21257-1","SIMULAÇÃO DE CORRENTES DE TURBIDEZ PELO MÉTODO DOS ELEMENTOS FINITOS","PETROBRAS","PETROBRAS","PESQUISA APLICADA","Integrar tecnologias que reúnem o estado da arte em simulação de escoamentos de correntes de turbidez, responsáveis pela formação de estruturas geológicas de interesse por serem potenciais reservatórios de petróleo, em um simulador computacional baseado em elementos finitos. Investigar o potencial de técnicas de refinamento e des-refinamento de malhas.","EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE","EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS","DESENVOLVIMENTO DE NOVOS ALGORITMOS",NA,NA,"UFRJ","UFRJ - NACAD - Núcleo Avançado de Computação de Alto Desempenho",NA,"21/05/2019",48,"R$ 3636699,09","UFRJ"
"1207","21258-9","Novas rotas de preparo de catalisadores para o hidrotratamento de diesel","PETROBRAS","PETROBRAS","PESQUISA APLICADA","O presente projeto tem como escopo estudar novas rotas de preparo de catalisadores com desempenho diferenciado para o hidrotratamento de diesel (HDT), através da síntese e formatação de aluminas com propriedades texturais e físico-químicas adequadas e pelo preparo de catalisadores à base de sulfetos de NiMo(W) com alto teor de metais e alta dispersão.","ABASTECIMENTO","REFINO","SISTEMAS CATALÍTICOS",NA,NA,"UNIVAP","UNIVAP - Instituto de Pesquisa e Desenvolvimento - IPD",NA,"28/05/2019",36,"R$ 2155437,84","UNIVAP"
"1208","21259-7","Impacto das propriedades do óleo diesel e renováveis nas emissões de motor com tecnologia EURO VI.","PETROBRAS","PETROBRAS","DESENVOLVIMENTO EXPERIMENTAL","O objetivo deste projeto é avaliar o impacto em desempenho e emissões de um veículo com motor diesel Euro VI utilizando diferentes formulações de óleo diesel e suas misturas com biodiesel.","ABASTECIMENTO","COMBUSTÍVEIS E LUBRIFICANTES","TECNOLOGIA VEICULAR",NA,NA,"IPT","IPT - Instituto de Pesquisas Tecnológicas do Estado de SP SA - IPT",NA,"29/05/2019",24,"R$ 2260347,08","IPT"
"1209","21260-5","Desenvolvimento de sistema de ondas guiadas circunferenciais para aplicação em pigs instrumentados","PETROBRAS","PETROBRAS","PESQUISA APLICADA","Este trabalho visa o projeto e construção de uma ferramenta para localização de derivações clandestinas em tubulação de fluídos derivados de petróleo baseada em ondas guiadas geradas por Transdutores Eletromagnético Acústicos (EMAT).

O desenvolvimento consistirá da construção dos circuitos de transmissão e recepção (T/R) de ondas guiadas circunferenciais por EMAT, para operação embarcada em um PIG a ser adquirido com recursos da parcela Embrapii do projeto.","EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE","PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS","DESENVOLVIMENTO DE EQUIPAMENTOS",NA,NA,"UFRGS","UFRGS -  LAMEF - LABORATÓRIO DE METALURGIA FÍSICA",NA,"27/05/2019",36,"R$ 2920173,24","UFRGS"
"1210","21261-3","Avaliação do Desempenho de BCSS na Presença de Areia e CO2 Dissolvido","PETROBRAS","PETROBRAS","DESENVOLVIMENTO EXPERIMENTAL","O presente projeto tem por objetivo avaliar os efeitos da presença de CO2 dissolvido em água e da areia no bombeio centrífugo submerso.","EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE","PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS","TÉCNICAS E EQUIPAMENTOS SUBMARINOS DE BOMBEAMENTO",NA,NA,"UFU","UFU - Laboratório de Tecnologia em Atrito e Desgaste",NA,"24/05/2019",36,"R$ 1767403,83","UFU"
"1211","21262-1","Inspeção de cascos de navio utilizando ferramenta instrumentada com sensores de ultrassom (HERCULES-BRUSHKART)","REPSOL","REPSOL","PROTÓTIPO OU UNIDADE PILOTO","O objetivo principal do projeto é desenvolver uma ferramenta de alto desempenho operada por mergulhador capaz de atender, em um único equipamento, as demandas de limpeza de cascos de navio e de inspeção por ultrassom.","TEMAS TRANSVERSAIS","SEGURANÇA E MEIO AMBIENTE","INTEGRIDADE DE EQUIPAMENTOS E INSTALAÇÕES","REPSOL",NA,"PUC-Rio","PUC-Rio - Laboratório Centro de Pesquisa em Tecnologia de Inspeção - CPTI",NA,"28/03/2019",18,"R$ 3010847,88","PUC-Rio"
